สถานะการเข้างาน,หมายเลขงาน,รหัสร้าน,ชื่อร้าน,โซน,ทีม,สัญญา,ผู้รับผิดชอบงาน,แผนเข้างาน,เวลาเริ่มงาน,เวลาปิดงาน
"ยังไม่เข้า","520004087956","B13604","สาขา เพนียดช้าง ซ.11","REL","REL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004087957","B13606","สาขา หมู่บ้านศศิธร(หนองปลาหมอ)","RC","RC8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ยังไม่เข้า","520004087958","B13607","สาขา ชุมชนบัวลอย(สระบุรี)","RC","RC8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-30","",""
"ตรงแผน","520004087959","B13609","สาขา ตลาดร้อยปีเก้าห้อง","RC","RC4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","2024-07-05 10:58:02","2024-07-05 12:22:39"
"ยังไม่เข้า","520004087960","B13614","สาขา เทพกุญชร 32 จุด 2","BN","BN6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004087962","B13620","สาขา นิคมอุตสาหกรรมไฮเทค","RC","RC6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-31","",""
"ยังไม่เข้า","520004087964","B13621","สาขา อู่ทอง (พิษณุโลก)","RN","RN5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-30","",""
"ยังไม่เข้า","520004087966","B13627","สาขา ลาดพร้าว 20","BE","BE6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-25","",""
"ยังไม่เข้า","520004087969","B13629","สาขา ตลาดเก่าคลองรพีพัฒน์","RC","RC8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004087970","B13631","สาขา บางบอน 5 ตะวันฉาย","BW","BW10","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ยังไม่เข้า","520004087972","B13634","สาขา นิคมสร้างตนเองปากช่อง","NEL","NEL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004087974","B13636","สาขา มาบยางพร 43(ป่ามะพร้าว)","REL","REL4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ยังไม่เข้า","520004087976","B13639","สาขา ปตท.หาดเจ้าหลาว (จันทบุรี)","REL","REL6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ยังไม่เข้า","520004087978","B13640","สาขา ประชาอุทิศ 76 จุด 2","BS","BS2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ยังไม่เข้า","520004087979","B13648","สาขา ใบหยกสกาย (ราชปรารถ 3)","BW","BW1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004087983","B13659","สาขา หมู่บ้านประภาทรัพย์ 2","BE","BE9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004087984","B13660","สาขา ปทุมทอง-ปทุมวิไล","BN","BN7SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-18","",""
"ตรงแผน","520004087988","B13670","สาขา บ้านกุ่ม (เพชรบุรี)","RSU","RSU5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","2024-07-03 13:29:26","2024-07-03 14:28:03"
"ยังไม่เข้า","520004087989","B13671","สาขา พิชัยสงคราม (สะเดา)","RSL","RSL6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-09","",""
"ยังไม่เข้า","520004087990","B13673","สาขา ลาดพร้าว 63","BE","BE6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ตรงแผน","520004087993","B13678","สาขา อ่อนนุช 16","BS","BS5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-01","2024-07-03 21:47:19","2024-07-03 22:32:12"
"ยังไม่เข้า","520004087995","B13679","สาขา พรานนก ซอย 1","BG","BG2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-18","",""
"ยังไม่เข้า","520004087996","B13686","สาขา ปตท.ดอกคำใต้ 2","RN","RN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004087997","B13688","สาขา บ้านบ่อน้ำร้อน","RSL","RSL10SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004088002","B13702","สาขา ปตท.ถนนกองบิน 56-คลองหอยโข่ง","RSL","RSL6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004088007","B13723","สาขา โฉลกหลำมาลิบู","RSU","RSU2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ตรงแผน","520004088008","B13728","สาขา รัชดา 36 แยก 19- 7/1","BE","BE6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","2024-07-05 23:13:12","2024-07-05 23:25:12"
"ยังไม่เข้า","520004088010","B13736","สาขา บางบอน5ซอย1","BW","BW10","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004088012","B13746","สาขา ตลาดมิตรภาพ-ปากช่องจุด2","NEL","NEL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-28","",""
"ยังไม่เข้า","520004088017","B13760","สาขา ม.เบญญาภา (ราชพฤกษ์)","BG","BG9","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ตรงแผน","520004088021","B13770","สาขา หมู่บ้านทัศนีย์ (แหลมฟ้าผ่า)","BS","BS2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","2024-07-08 22:03:00","2024-07-08 23:00:29"
"ยังไม่เข้า","520004088023","B13771","สาขา พลมานีย์ จุด 5","BS","BS8","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ตรงแผน","520004088024","B13772","สาขา ประเวศ จุด 2","BS","BS7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-01","2024-07-02 22:06:00","2024-07-02 22:50:19"
"ยังไม่เข้า","520004088025","B13773","สาขา ถนนดำรงราษฎร์(ดอนหัวฬ่อ)","REU","REU3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-25","",""
"ยังไม่เข้า","520004088028","B13779","สาขา ปตท.แพรกษา 15","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-16","",""
"ตรงแผน","520004088029","B13780","สาขา เฉลิมพระเกียรติ์ 67","BS","BS7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","2024-07-05 22:34:13","2024-07-05 22:50:19"
"ยังไม่เข้า","520004088031","B13782","สาขา ตลาดโพธิ์ทอง","RSL","RSL11SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-30","",""
